country-code,country-name,e-gov-rank,e-gov-index,e-pat-index,osi,hci,tii
GRD,Grenada,75,0.54794,0.2105,0.35294000000000003,0.88954,0.40136
GTM,Guatemala,112,0.43903000000000003,0.2368,0.46405,0.62839,0.22465
GIN,Guinea,191,0.0,0.0,0.0,0.26957,0.0491
HTI,Haiti,187,0.15115,0.0,0.0915,0.29215,0.06978999999999999
HND,Honduras,117,0.43413,0.1316,0.37908000000000003,0.70603,0.21729
HUN,Hungary,31,0.72014,0.4474,0.6862699999999999,0.9065,0.56766
ISL,Iceland,22,0.78354,0.1579,0.5424800000000001,0.93099,0.87716
IND,India,125,0.38287,0.1842,0.53594,0.50249,0.11017
IDN,Indonesia,97,0.49486,0.2105,0.49673,0.79819,0.18966
IRN,Iran (Islamic Republic of),100,0.48762,0.1842,0.49018999999999996,0.7088800000000001,0.2638
SVN,Slovenia,25,0.74921,0.2105,0.66666,0.9300299999999999,0.65093
SLB,Solomon Islands,168,0.24161999999999997,0.0263,0.13071,0.5743199999999999,0.01983
SOM,Somalia,190,0.06398,0.0789,0.183,0.0,0.00895
ZAF,South Africa,101,0.48686999999999997,0.1579,0.45751000000000003,0.78173,0.22136
LKA,Sri Lanka,115,0.43566000000000005,0.0789,0.37908000000000003,0.7356600000000001,0.19222999999999998
SDN,Sudan,165,0.26095,0.0789,0.2549,0.45548,0.07247999999999999
SUR,Suriname,116,0.43442,0.0,0.16339,0.7820600000000001,0.35781
SWZ,Eswatini,144,0.31786,0.0526,0.14379,0.69731,0.1125
UZB,Uzbekistan,91,0.5099100000000001,0.2368,0.49673,0.8255399999999999,0.20748000000000003
VUT,Vanuatu,135,0.3512,0.0526,0.22221999999999997,0.6531100000000001,0.17826
VEN,Venezuela,71,0.5585399999999999,0.2632,0.48366000000000003,0.87049,0.32145999999999997
VNM,Viet Nam,83,0.52169,0.1053,0.42483000000000004,0.74336,0.39689
SWE,Sweden,7,0.8599,0.6842,0.8431299999999999,0.91406,0.8225
CHE,Switzerland,15,0.8134100000000001,0.3421,0.6732,0.88881,0.87823
SYR,Syrian Arab Republic,128,0.37049,0.0263,0.22875,0.6875600000000001,0.19515
TJK,Tajikistan,122,0.40687,0.0,0.24183000000000002,0.83134,0.14744000000000002
THA,Thailand,92,0.50927,0.3158,0.5098,0.78193,0.23608
MKD,The former Yugoslav Republic of Macedonia,70,0.55865,0.1316,0.45098,0.81147,0.4135
TLS,Timor-Leste,170,0.23653000000000002,0.0,0.21568,0.42904,0.06487000000000001
TGO,Togo,178,0.21428000000000003,0.0526,0.13725,0.43115,0.07443999999999999
TON,Tonga,111,0.44047,0.0263,0.24183000000000002,0.87271,0.20689000000000002
TTO,Trinidad and Tobago,67,0.57309,0.0789,0.48366000000000003,0.78298,0.45264
TUN,Tunisia,103,0.48327,0.3684,0.47712,0.68414,0.28856
TUR,Turkey,80,0.52812,0.0526,0.46405,0.77256,0.34776999999999997
TKM,Turkmenistan,126,0.3813,0.0,0.18954000000000001,0.8404200000000001,0.11394000000000001
TUV,Tuvalu,134,0.35389,0.0,0.05227999999999999,0.82275,0.18663
UGA,Uganda,143,0.31854,0.0789,0.29411,0.58829,0.07322000000000001
UKR,Ukraine,68,0.5653,0.1579,0.42483000000000004,0.91758,0.35349
ARE,United Arab Emirates,28,0.73442,0.7368,0.86274,0.78368,0.55684
GBR,United Kingdom of Great Britain and Northern Ireland,3,0.8960299999999999,0.9211,0.97385,0.90074,0.8135100000000001
TZA,United Republic of Tanzania,139,0.3311,0.0789,0.35294000000000003,0.55642,0.08394
USA,United States of America,5,0.8687299999999999,0.9211,1.0,0.9202299999999999,0.68596
URY,Uruguay,50,0.63151,0.1842,0.54901,0.9013100000000001,0.4442
YEM,Yemen,167,0.24724000000000002,0.0,0.17647000000000002,0.46415,0.10111
ZMB,Zambia,154,0.29102,0.0263,0.31372,0.4993,0.06005
ZWE,Zimbabwe,133,0.35831,0.0263,0.30065,0.66438,0.10991
SSD,South Sudan,175,0.22391999999999998,0.0,0.14379,0.45548,0.07247999999999999
RWA,Rwanda,140,0.32913000000000003,0.0263,0.33986,0.58611,0.06142
KNA,Saint Kitts and Nevis,81,0.5271899999999999,0.0526,0.183,0.83381,0.56477
LCA,Saint Lucia,90,0.51222,0.1053,0.3464,0.80891,0.38136
VCT,Saint Vincent and the Grenadines,85,0.51765,0.1053,0.31372,0.76957,0.46968000000000004
WSM,Samoa,114,0.43576000000000004,0.0,0.28104,0.8335299999999999,0.19272
SMR,San Marino,52,0.63046,0.0,0.29411,0.91786,0.6794
STP,Sao Tome and Principe,138,0.33273,0.0263,0.11764000000000001,0.7431800000000001,0.13735999999999998
SAU,Saudi Arabia,41,0.66581,0.6316,0.79738,0.76774,0.43232
SEN,Senegal,163,0.26726,0.2105,0.3464,0.32706999999999997,0.1283
SRB,Serbia,51,0.6311899999999999,0.2368,0.57516,0.84835,0.47006000000000003
SYC,Seychelles,84,0.51915,0.0789,0.33333,0.82044,0.40368000000000004
SGP,Singapore,10,0.8474200000000001,0.9474,1.0,0.84996,0.69229
SVK,Slovakia,53,0.6291800000000001,0.1316,0.50326,0.8695700000000001,0.5147
