country-code,country-name,e-gov-rank,e-gov-index,e-pat-index,osi,hci,tii
FIN,Finland,5,0.8816799999999999,0.91525,0.9420299999999999,0.94399,0.75903
GNB,Guinea-Bissau,181,0.18175,0.16949,0.1087,0.35381,0.08276
GUY,Guyana,126,0.36509,0.25424,0.28261,0.56944,0.24323000000000003
ESP,Spain,17,0.8135,0.9322,0.91304,0.87821,0.6492600000000001
SLE,Sierra Leone,186,0.15942,0.11864000000000001,0.11594000000000002,0.24068,0.12163
FRA,France,10,0.84559,0.89831,0.9420299999999999,0.84452,0.75021
GAB,Gabon,129,0.35836,0.0678,0.15217,0.61616,0.30676
GMB,Gambia,167,0.23963,0.20339000000000002,0.19565,0.32736,0.19589
GEO,Georgia (Country),61,0.6107899999999999,0.5593199999999999,0.63768,0.7763100000000001,0.41839
DEU,Germany,15,0.82099,0.76271,0.8405799999999999,0.88825,0.73415
GHA,Ghana,120,0.41815,0.45763000000000004,0.44928,0.54581,0.25936
GRC,Greece,43,0.691,0.61017,0.5797100000000001,0.89012,0.60318
GRD,Grenada,88,0.5168,0.32203000000000004,0.36956999999999995,0.78205,0.3988
GTM,Guatemala,102,0.47898,0.62712,0.66667,0.5345,0.23576
GIN,Guinea,189,0.1226,0.08475,0.08696,0.1903,0.09055
HTI,Haiti,178,0.19314,0.13559000000000002,0.16667,0.3124,0.10036
HND,Honduras,127,0.3611,0.38983,0.31159000000000003,0.57087,0.20082
HUN,Hungary,46,0.67455,0.49153,0.63043,0.8317,0.5615
ISL,Iceland,27,0.7661899999999999,0.6610199999999999,0.6231899999999999,0.8940100000000001,0.78137
IND,India,107,0.46375,0.76271,0.74638,0.50189,0.14298
IDN,Indonesia,116,0.44783999999999996,0.37288000000000004,0.36232,0.6796,0.30158
IRN,Iran (Islamic Republic of),106,0.46493999999999996,0.20339000000000002,0.33333,0.71014,0.35136
SVN,Slovenia,21,0.77691,0.7288100000000001,0.84783,0.89517,0.5877399999999999
SLB,Solomon Islands,164,0.24061999999999997,0.22034,0.16667,0.4402,0.11498
SOM,Somalia,193,0.026989999999999997,0.0339,0.014490000000000001,0.0,0.06649
ZAF,South Africa,76,0.5546300000000001,0.5593199999999999,0.55797,0.72526,0.38065
LKA,Sri Lanka,79,0.5445399999999999,0.6610199999999999,0.65217,0.7369100000000001,0.24453000000000003
SDN,Sudan,161,0.25389,0.25424,0.21739,0.35814,0.18613
SUR,Suriname,110,0.45461999999999997,0.33898,0.2971,0.65514,0.41161000000000003
SWZ,Eswatini,136,0.34121999999999997,0.25424,0.27536,0.58818,0.16012
UZB,Uzbekistan,80,0.54335,0.67797,0.6884100000000001,0.69535,0.2463
VUT,Vanuatu,149,0.3078,0.20339000000000002,0.16667,0.58835,0.16837
VEN,Venezuela,90,0.51285,0.40678000000000003,0.43478,0.7498100000000001,0.35395
VNM,Viet Nam,89,0.51426,0.69492,0.5724600000000001,0.59888,0.37145
SWE,Sweden,6,0.87039,0.76271,0.8768100000000001,0.92096,0.81339
CHE,Switzerland,28,0.75246,0.57627,0.60145,0.8579399999999999,0.79799
SYR,Syrian Arab Republic,137,0.34041,0.45763000000000004,0.32609,0.48644,0.2087
TJK,Tajikistan,139,0.33663000000000004,0.20339000000000002,0.12319000000000001,0.70012,0.18658
THA,Thailand,77,0.5522199999999999,0.59322,0.55072,0.69418,0.41175
MKD,The former Yugoslav Republic of Macedonia,69,0.58855,0.61017,0.6087,0.68766,0.46928000000000003
TLS,Timor-Leste,160,0.25816999999999996,0.27119,0.21739,0.48428999999999994,0.07284
TGO,Togo,147,0.30962,0.38983,0.31884,0.50563,0.10439000000000001
TON,Tonga,105,0.46996000000000004,0.35593,0.36956999999999995,0.81015,0.23015
TTO,Trinidad and Tobago,70,0.57801,0.44068,0.52899,0.70772,0.49731000000000003
TUN,Tunisia,72,0.56823,0.69492,0.71739,0.6397,0.34761
TUR,Turkey,68,0.58995,0.62712,0.60145,0.79096,0.37745
TKM,Turkmenistan,140,0.33369,0.0678,0.08696,0.6582600000000001,0.25586
TUV,Tuvalu,151,0.295,0.0,0.02174,0.66514,0.19813
UGA,Uganda,128,0.35991999999999996,0.49153,0.5,0.46684,0.11292999999999999
UKR,Ukraine,62,0.60756,0.7457600000000001,0.58696,0.83895,0.39676999999999996
ARE,United Arab Emirates,29,0.75153,0.7457600000000001,0.8913,0.67516,0.68813
GBR,United Kingdom of Great Britain and Northern Ireland,1,0.9192799999999999,1.0,1.0,0.9401799999999999,0.81766
TZA,United Republic of Tanzania,130,0.35326,0.59322,0.5724600000000001,0.39736,0.08996
USA,United States of America,12,0.84201,0.89831,0.9275399999999999,0.88155,0.71696
URY,Uruguay,34,0.72367,0.71186,0.77536,0.78201,0.61365
YEM,Yemen,174,0.22478,0.13559000000000002,0.14493,0.38288,0.14655
ZMB,Zambia,132,0.35069,0.35593,0.36956999999999995,0.56434,0.11815
ZWE,Zimbabwe,134,0.34722,0.28814,0.26087,0.56412,0.21666
SSD,South Sudan,183,0.17909,0.10169,0.12319000000000001,0.36066,0.05341
RWA,Rwanda,138,0.33904,0.49153,0.45652,0.45219,0.1084
KNA,Saint Kitts and Nevis,94,0.50345,0.27119,0.28261,0.6975899999999999,0.53015
LCA,Saint Lucia,114,0.45306,0.23729,0.27536,0.6744,0.40942
VCT,Saint Vincent and the Grenadines,115,0.44938,0.27119,0.2971,0.6754399999999999,0.3756
WSM,Samoa,121,0.40192,0.30508,0.34058,0.70757,0.1576
SMR,San Marino,78,0.5506,0.13559000000000002,0.23913,0.79992,0.6127600000000001
STP,Sao Tome and Principe,168,0.239,0.0678,0.04348,0.51883,0.15469000000000002
SAU,Saudi Arabia,44,0.68224,0.71186,0.67391,0.7994600000000001,0.57334
SEN,Senegal,144,0.32505,0.38983,0.37681,0.40252,0.19580999999999998
SRB,Serbia,39,0.71308,0.8305100000000001,0.81884,0.77695,0.5434399999999999
SYC,Seychelles,86,0.5181,0.40678000000000003,0.4058,0.68608,0.46243
SGP,Singapore,4,0.8828,0.91525,0.97101,0.83598,0.84141
SVK,Slovakia,67,0.59154,0.54237,0.44203000000000003,0.78223,0.5503600000000001
