country-code,country-name,e-gov-rank,e-gov-index,e-pat-index,osi,hci,tii
GNB,Guinea-Bissau,179.0,0.15606,0.07142000000000001,0.01587,0.42066000000000003,0.03588
GUY,Guyana,106.0,0.41398,0.08571000000000001,0.18095,0.9395600000000001,0.12849000000000002
ESP,Spain,9.0,0.75156,0.82857,0.76507,0.9792,0.51
SLE,Sierra Leone,177.0,0.16973,0.0,0.00317,0.49316000000000004,0.01792
FRA,France,10.0,0.75103,0.6,0.68253,0.9772299999999999,0.59539
GAB,Gabon,123.0,0.34203,0.028569999999999998,0.07936,0.8436600000000001,0.11101
GMB,Gambia,167.0,0.21169000000000002,0.014280000000000001,0.08252999999999999,0.4609,0.09554
GEO,Georgia (Country),100.0,0.42476,0.057139999999999996,0.24761,0.9156299999999999,0.11642000000000001
DEU,Germany,15.0,0.73085,0.61428,0.5492,0.9533299999999999,0.69553
GHA,Ghana,147.0,0.27537,0.08571000000000001,0.1492,0.6215,0.05924
GRC,Greece,41.0,0.57075,0.25714000000000004,0.35555,0.98036,0.38287
GRD,Grenada,99.0,0.42768,0.14285,0.1873,0.8622,0.24083000000000002
GTM,Guatemala,112.0,0.39368000000000003,0.31428,0.30793000000000004,0.7229,0.15282
GIN,Guinea,180.0,0.14261,0.028569999999999998,0.03492,0.36766,0.02851
HTI,Haiti,169.0,0.20740999999999998,0.0,0.01904,0.542,0.06691
HND,Honduras,107.0,0.40646,0.12857000000000002,0.29523,0.8007,0.12683
HUN,Hungary,27.0,0.63147,0.31428,0.50476,0.9597,0.4338
ISL,Iceland,22.0,0.66971,0.04285,0.39682,0.9811,0.63948
IND,India,119.0,0.35673,0.2,0.36825,0.64326,0.058320000000000004
IDN,Indonesia,109.0,0.40264,0.12857000000000002,0.24444000000000002,0.854,0.11429
IRN,Iran (Islamic Republic of),102.0,0.42343000000000003,0.07142000000000001,0.26666,0.79266,0.21570999999999999
SVN,Slovenia,29.0,0.62426,0.5142800000000001,0.4,0.977,0.50259
SLB,Solomon Islands,156.0,0.24454,0.014280000000000001,0.04444,0.6762600000000001,0.01898
SOM,Somalia,184.0,0.0,0.0,0.0,,0.0122
ZAF,South Africa,97.0,0.43057,0.18571,0.30793000000000004,0.8432,0.14431
LKA,Sri Lanka,111.0,0.39949,0.14285,0.26031,0.83426,0.10812000000000001
SDN,Sudan,154.0,0.25417,0.1,0.15555,0.53886,0.07107000000000001
SUR,Suriname,127.0,0.32826,0.0,0.02222,0.8505299999999999,0.12130999999999999
SWZ,Eswatini,145.0,0.2757,0.0,0.0,0.77423,0.06122999999999999
UZB,Uzbekistan,87.0,0.44975,0.31428,0.37777,0.8883,0.08538
VUT,Vanuatu,155.0,0.25211999999999996,0.014280000000000001,0.01269,0.71336,0.03755
VEN,Venezuela,70.0,0.47736000000000006,0.14285,0.30476,0.90043,0.23212
VNM,Viet Nam,90.0,0.44543999999999995,0.08571000000000001,0.30476,0.80976,0.22605999999999998
SWE,Sweden,12.0,0.74744,0.48571000000000003,0.52698,0.9698,0.75222
CHE,Switzerland,18.0,0.7136,0.2,0.44443999999999995,0.9358,0.76872
SYR,Syrian Arab Republic,133.0,0.31027,0.014280000000000001,0.041260000000000005,0.77686,0.12085
TJK,Tajikistan,122.0,0.34765999999999997,0.028569999999999998,0.08888,0.9005,0.06145
THA,Thailand,76.0,0.46529,0.08571000000000001,0.33333,0.8919299999999999,0.1746
MKD,The former Yugoslav Republic of Macedonia,52.0,0.5261100000000001,0.21428000000000003,0.32063,0.8835,0.38042
TLS,Timor-Leste,162.0,0.22726999999999997,0.014280000000000001,0.13333,0.5445300000000001,0.006790000000000001
TGO,Togo,165.0,0.21497,0.1,0.06984,0.5341600000000001,0.04532
TON,Tonga,116.0,0.36965,0.014280000000000001,0.06984,0.9212299999999999,0.12697999999999998
TTO,Trinidad and Tobago,67.0,0.48061000000000004,0.12857000000000002,0.33968000000000004,0.8760600000000001,0.23035999999999998
TUN,Tunisia,66.0,0.48257,0.3,0.48253,0.77103,0.19415
TUR,Turkey,69.0,0.478,0.21428000000000003,0.34603,0.83386,0.2581
TKM,Turkmenistan,130.0,0.32258000000000003,0.0,0.028569999999999998,0.90666,0.04142
TUV,Tuvalu,184.0,0.0,0.0,0.01269,,0.17169
UGA,Uganda,142.0,0.28123000000000004,0.07142000000000001,0.10157999999999999,0.6996600000000001,0.0479
UKR,Ukraine,54.0,0.51808,0.25714000000000004,0.34603,0.96473,0.24869000000000002
ARE,United Arab Emirates,49.0,0.53494,0.12857000000000002,0.25079,0.8192,0.54343
GBR,United Kingdom of Great Britain and Northern Ireland,4.0,0.81466,0.77142,0.7746,0.9542299999999999,0.71637
TZA,United Republic of Tanzania,137.0,0.29259,0.04285,0.1746,0.67306,0.03368
USA,United States of America,2.0,0.85103,0.7571399999999999,0.9365,0.9691,0.6449
URY,Uruguay,36.0,0.58477,0.25714000000000004,0.47936000000000006,0.95986,0.31829
YEM,Yemen,164.0,0.21541,0.04285,0.04761,0.57393,0.029789999999999997
ZMB,Zambia,143.0,0.28098,0.0,0.10475999999999999,0.7008300000000001,0.04269
ZWE,Zimbabwe,129.0,0.32304,0.028569999999999998,0.12697999999999998,0.78946,0.058620000000000005
SSD,South Sudan,,,,,,
RWA,Rwanda,148.0,0.27494,0.028569999999999998,0.1746,0.63293,0.02034
KNA,Saint Kitts and Nevis,75.0,0.46913,0.014280000000000001,0.10157999999999999,0.88746,0.4295
LCA,Saint Lucia,88.0,0.44705,0.028569999999999998,0.11110999999999999,0.88923,0.351
VCT,Saint Vincent and the Grenadines,94.0,0.43553000000000003,0.014280000000000001,0.13015,0.81716,0.36853
WSM,Samoa,115.0,0.37419,0.014280000000000001,0.14285,0.9049,0.08185
SMR,San Marino,184.0,0.0,0.014280000000000001,0.18412,,0.53296
STP,Sao Tome and Principe,128.0,0.32582,0.014280000000000001,0.08888,0.81306,0.0827
SAU,Saudi Arabia,58.0,0.5142399999999999,0.1,0.31111,0.8346299999999999,0.40313000000000004
SEN,Senegal,163.0,0.22414,0.014280000000000001,0.17777,0.425,0.07107000000000001
SRB,Serbia,81.0,0.4585,0.04285,0.22221999999999997,0.891,0.26946
SYC,Seychelles,104.0,0.41791999999999996,0.04285,0.057139999999999996,0.90386,0.30369
SGP,Singapore,11.0,0.7476,0.68571,0.68571,0.92033,0.63863
SVK,Slovakia,43.0,0.56387,0.07142000000000001,0.34603,0.931,0.42118
